DB Version,Assembly Accession,Chromosome/Plasmid Name,Chromosome/Plasmid Xref,PGD Gene ID,Locus Tag,Feature Type,Start,End,Strand,Gene Name,Gene synonyns,Product Name,Product Name Confidence Class,Product Synonyms,RefSeq Accession,Length (nucleotides),Length (amino acids),Molecular Weight (predicted),Isoelectric Point (predicted),Subcellular Localization [Confidence Class]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830232,PP_4335,CDS,4925168,4926025,-,,,flagellar motor protein,,,NP_746450.1 ; NP_746450.1,858,285,31.3,5.70,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830234,PP_4336,CDS,4926029,4926769,-,,,flagellar motor rotation protein,,,NP_746451.1 ; NP_746451.1,741,246,25.9,5.17,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830236,PP_4337,CDS,4926769,4927881,-,cheBA,,chemotaxis response regulator protein-glutamate methylesterase,,,NP_746452.1 ; NP_746452.1,1113,370,39.5,8.93,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830238,PP_4338,CDS,4927928,4930171,-,cheA,,chemotaxis histidine kinase CheA,,,NP_746453.1 ; NP_746453.1,2244,747,79.7,4.67,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830240,PP_4339,CDS,4930184,4930972,-,cheZ,,protein phosphatase CheZ,,,NP_746454.1 ; NP_746454.1,789,262,29.5,5.06,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830242,PP_4340,CDS,4930995,4931369,-,cheY,,two-component system response regulator,,,NP_746455.1 ; NP_746455.1,375,124,13.9,5.93,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830244,PP_4341,CDS,4931477,4932217,-,fliA,,RNA polymerase sigma 28 factor,,,NP_746456.1 ; NP_746456.1,741,246,27.6,5.29,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830246,PP_4342,CDS,4932214,4933047,-,,,flagellar biosynthesis regulator,,,NP_746457.1 ; NP_746457.1,834,277,29.7,7.68,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830248,PP_4343,CDS,4933141,4934448,-,flhF,,flagellar biosynthesis protein FlhF,,,NP_746458.1 ; NP_746458.1,1308,435,47.4,5.86,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830250,PP_4344,CDS,4934460,4936589,-,flhA,,flagellar export pore protein,,,NP_746459.1 ; NP_746459.1,2130,709,76.0,6.45,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830252,PP_4345,CDS,4937007,4937699,+,,,GntR family transcriptional regulator,,,NP_746460.1 ; NP_746460.1,693,230,26.2,6.45,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830254,PP_4346,CDS,4937694,4938752,-,ddlA,,D-alanine--D-alanine ligase A,,,NP_746461.1 ; NP_746461.1,1059,352,37.8,5.60,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD82410891,PP_4347,CDS,4938846,4940475,+,,,hypothetical protein,,,NP_746462.1 ; NP_746462.1,1630,415,46.3,5.37,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830256,PP_4348,CDS,4940549,4941643,+,,,cystathionine beta-lyase,,,NP_746463.1 ; NP_746463.1,1095,364,40.2,6.79,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830258,PP_4349,CDS,4941677,4942555,+,,,hypothetical protein,,,NP_746464.1 ; NP_746464.1,879,292,33.0,5.82,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830260,PP_4350,CDS,4942566,4943729,+,,,class V NifS/IscS family aminotransferase,,,NP_746465.1 ; NP_746465.1,1164,387,41.5,8.38,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830262,PP_5673,CDS,4943726,4944640,+,,,D-alanine--D-alanine ligase,,,YP_009237146.1 ; WP_049586774.1,915,304,33.5,4.72,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD82410899,PP_4351,pseudo,4944794,4945057,-,,,,,,,264,,,,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830264,PP_4352,CDS,4945438,4946580,-,flhB,,flagellin export apparatus substrate specificity protein,,,NP_746466.1 ; NP_746466.1,1143,380,42.0,9.01,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830266,PP_4353,CDS,4946583,4947359,-,fliR,,flagellar biosynthetic protein FliR,,,NP_746467.1 ; NP_746467.1,777,258,28.1,5.86,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830268,PP_4354,CDS,4947367,4947636,-,fliQ,,flagellar export apparatus protein,,,NP_746468.1 ; NP_746468.1,270,89,9.9,4.51,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830270,PP_4355,CDS,4947658,4948413,-,fliP,,flagellar export apparatus protein,,,NP_746469.1 ; NP_746469.1,756,251,27.4,4.97,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830272,PP_4356,CDS,4948413,4948847,-,fliO,,flagellar protein FliO,,,NP_746470.1 ; NP_746470.1,435,144,15.1,9.51,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830274,PP_4357,CDS,4948860,4949345,-,fliN,,flagellar basal-body C-ring protein,,,NP_746471.1 ; NP_746471.1,486,161,17.1,3.84,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830276,PP_4358,CDS,4949375,4950343,-,fliM,,flagellar biosynthesis switching/energizing protein,,,NP_746472.1 ; NP_746472.1,969,322,36.0,5.26,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830278,PP_4359,CDS,4950353,4950850,-,fliL,,flagellar protein FliL,,,NP_746473.1 ; NP_746473.1,498,165,17.8,9.48,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830280,PP_4361,CDS,4951007,4952272,-,fliK,,flagellar hook-length control protein FliK,,,NP_746475.1 ; NP_746475.1,1266,421,43.4,4.58,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830282,PP_4362,CDS,4952344,4952682,-,,,hypothetical protein,,,NP_746476.1 ; NP_746476.1,339,112,12.6,5.45,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830284,PP_4363,CDS,4952740,4954431,-,,,two-component system sensor histidine kinase/response regulator,,,NP_746477.1 ; NP_746477.1,1692,563,62.1,5.56,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830286,PP_4364,CDS,4954440,4954745,-,,,anti-sigma F factor antagonist,,,NP_746478.1 ; NP_746478.1,306,101,11.5,5.87,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830288,PP_4365,CDS,4954922,4955374,-,fliJ,,flagellar protein FliJ,,,NP_746479.1 ; NP_746479.1,453,150,17.5,10.16,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830290,PP_4366,CDS,4955381,4956754,-,fliI,,flagellum-specific ATP synthase,,,NP_746480.3 ; NP_746480.3,1374,457,49168.4,6.40,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830292,PP_4367,CDS,4956726,4957517,-,fliH,,flagellar assembly protein FliH,,,NP_746481.1 ; NP_746481.1,792,263,29.9,4.57,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830294,PP_4368,CDS,4957680,4958699,-,fliG,,flagellar motor switch protein,,,NP_746482.2 ; NP_746482.2,1020,339,37.0,4.89,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830296,PP_4369,CDS,4958692,4960470,-,fliF,,flagellar M-ring protein,,,NP_746483.1 ; NP_746483.1,1779,592,63.1,4.78,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830298,PP_4370,CDS,4960486,4960818,-,fliE,,flagellar hook-basal body complex protein FliE,,,NP_746484.1 ; NP_746484.1,333,110,11.9,5.15,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830300,PP_4371,CDS,4961082,4962437,-,atoC,,two-component system DNA-binding transcriptional activator AtoC,,,NP_746485.1 ; NP_746485.1,1356,451,49.1,5.77,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830302,PP_4372,CDS,4962437,4963654,-,fleS,,two-component system sensor histidine kinase FleS,,,NP_746486.1 ; NP_746486.1,1218,405,44.0,7.78,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830304,PP_4373,CDS,4963882,4965357,-,fleQ,,transcriptional regulator FleQ,,,NP_746487.1 ; NP_746487.1,1476,491,55.6,5.49,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830306,PP_4374,CDS,4965528,4965821,-,fliT,,flagellar protein,,,NP_746488.1 ; NP_746488.1,294,97,11.0,4.66,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830308,PP_4375,CDS,4965840,4966235,-,fliS,,flagellar chaperone,,,NP_746489.1 ; NP_746489.1,396,131,14.5,5.76,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830310,PP_4376,CDS,4966318,4967676,-,fliD,,flagellar filament capping protein,,,NP_746490.1 ; NP_746490.1,1359,452,46.5,5.49,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830312,PP_4377,CDS,4967760,4968104,-,,,flagellin FlaG,,,NP_746491.1 ; NP_746491.1,345,114,12.2,4.47,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830314,PP_4378,CDS,4968179,4970242,-,fliC,,flagellin,,,NP_746492.1 ; NP_746492.1,2064,687,67.8,4.39,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830316,PP_4379,CDS,4970636,4971565,-,,,3-oxoacyl-ACP synthase,,,NP_746493.1 ; NP_746493.1,930,309,33.2,5.03,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830318,PP_4380,CDS,4971982,4973547,-,flgL,,flagellar hook-associated protein FlgL,,,NP_746494.1 ; NP_746494.1,1566,521,54.9,4.49,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830320,PP_4381,CDS,4973561,4975603,-,flgK,,flagellar hook-associated protein FlgK,,,NP_746495.1 ; NP_746495.1,2043,680,69.6,4.72,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830322,PP_4382,CDS,4975616,4976770,-,flgJ,,peptidoglycan hydrolase FlgJ,,,NP_746496.1 ; NP_746496.1,1155,384,41.3,8.60,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830324,PP_4383,CDS,4976782,4977891,-,flgI,,flagellar P-ring protein,,,NP_746497.1 ; NP_746497.1,1110,369,38.2,7.81,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830326,PP_4384,CDS,4977904,4978599,-,flgH,,flagellar L-ring protein,,,NP_746498.1 ; NP_746498.1,696,231,24.3,6.30,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830328,PP_4385,CDS,4978636,4979421,-,flgG,,flagellar basal-body rod protein FlgG,,,NP_746499.1 ; NP_746499.1,786,261,27.6,4.32,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830330,PP_4386,CDS,4979469,4980209,-,flgF,,flagellar basal-body rod protein FlgF,,,NP_746500.1 ; NP_746500.1,741,246,25.9,4.87,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830332,PP_4387,CDS,4980370,4980561,-,,,hypothetical protein,,,NP_746501.1 ; NP_746501.1,192,63,6.9,10.20,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830334,PP_4388,CDS,4980629,4981951,-,flgE,,flagellar hook protein FlgE,,,NP_746502.1 ; NP_746502.1,1323,440,45.8,4.54,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830336,PP_4389,CDS,4981980,4982681,-,flgD,,flagellar basal-body rod modification protein FlgD,,,NP_746503.1 ; NP_746503.1,702,233,24.1,4.42,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830338,PP_4390,CDS,4982694,4983137,-,flgC,,flagellar basal-body rod protein FlgC,,,NP_746504.1 ; NP_746504.1,444,147,15.9,4.88,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830340,PP_4391,CDS,4983140,4983550,-,flgB,,flagellar basal-body rod protein FlgB,,,NP_746505.1 ; NP_746505.1,411,136,15.0,5.41,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830342,PP_4392,CDS,4983872,4984699,-,cheR,,chemotaxis protein methyltransferase,,,NP_746506.1 ; NP_746506.1,828,275,31.1,9.15,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830344,PP_4393,CDS,4984752,4985681,-,,,chemotaxis protein,,,NP_746507.1 ; NP_746507.1,930,309,34.5,5.86,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830346,PP_4394,CDS,4985759,4986511,+,flgA,,flagella basal body P-ring formation protein,,,NP_746508.2 ; WP_012051593.1,753,250,27.4,10.51,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830348,PP_4395,CDS,4986676,4986990,+,flgM,,flagellin biosynthesis negative regulator FlgM,,,NP_746509.1 ; NP_746509.1,315,104,11.0,5.75,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830350,PP_4396,CDS,4987040,4987507,+,,,hypothetical protein,,,NP_746510.1 ; NP_746510.1,468,155,17.2,5.80,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830352,PP_4397,CDS,4987587,4988330,+,flgZ,,flagellar brake protein YcgR,Class 1,,NP_746511.1 ; NP_746511.1,744,247,28.4,6.23,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830354,PP_4398,CDS,4988424,4989758,-,,,MFS transporter,,,NP_746512.1 ; NP_746512.1,1335,444,47.6,7.65,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830356,PP_4399,CDS,4989890,4991131,-,,,glutamine synthetase,,,NP_746513.1 ; NP_746513.1,1242,413,45.0,6.23,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830358,PP_4400,CDS,4991360,4991845,-,bkdR,,Bkd operon transcriptional regulator,,,NP_746514.1 ; NP_746514.1,486,161,18.4,5.79,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830360,PP_4401,CDS,4992044,4993276,+,bkdAA,,branched-chain alpha-keto acid dehydrogenase complex subunit alpha,,,NP_746515.1 ; NP_746515.1,1233,410,45.2,5.73,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830362,PP_4402,CDS,4993317,4994336,+,bkdAB,,branched-chain alpha-keto acid dehydrogenase complex subunit beta,,,NP_746516.1 ; NP_746516.1,1020,339,37.1,5.19,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830364,PP_4403,CDS,4994337,4995608,+,bkdB,,branched-chain alpha-keto acid dehydrogenase complex lipoamide acyltransferase,,,NP_746517.1 ; NP_746517.1,1272,423,45.2,5.93,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830366,PP_4404,CDS,4995611,4996990,+,lpdV,,branched-chain alpha-keto acid dehydrogenase complex dihydrolipoyl dehydrogenase,,,NP_746518.1 ; NP_746518.1,1380,459,48.2,6.25,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830368,PP_4405,CDS,4997102,4998100,-,,,sensory box protein,,,NP_746519.1 ; NP_746519.1,999,332,38.3,5.68,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830370,PP_4406,CDS,4998316,4998843,+,,,hypothetical protein,,,NP_746520.1 ; NP_746520.1,528,175,19.4,4.92,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830372,PP_4407,CDS,4999148,5000530,+,,,gamma-aminobutyrate transporter,,,NP_746521.1 ; NP_746521.1,1383,460,49.7,9.56,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD82411012,PP_4408,pseudo,5000914,5001769,+,,,,,,,856,,,,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830374,PP_4409,CDS,5002216,5003646,+,,,site-specific recombinase,,,NP_746522.1 ; NP_746522.1,1431,476,55.1,9.17,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830376,PP_4410,CDS,5003649,5006948,+,,,hypothetical protein,,,NP_746523.1 ; NP_746523.1,3300,1099,126.3,8.66,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830378,PP_5674,CDS,5007019,5007618,+,,,hypothetical protein,,,YP_009237147.1 ; WP_049586756.1,600,199,23.0,9.97,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830380,PP_4411,CDS,5008517,5009065,+,,,hypothetical protein,,,NP_746524.1 ; NP_746524.1,549,182,20.6,4.29,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830382,PP_4412,CDS,5009062,5009640,+,,,hypothetical protein,,,NP_746525.1 ; NP_746525.1,579,192,22.0,4.02,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830384,PP_4413,CDS,5009812,5010132,+,,,hypothetical protein,,,NP_746526.1 ; NP_746526.1,321,106,11.8,11.58,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830386,PP_4415,CDS,5010491,5011591,+,,,hypothetical protein,,,NP_746527.1 ; NP_746527.1,1101,366,40.9,5.87,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830388,PP_5675,CDS,5011693,5011917,+,,,hypothetical protein,,,YP_009237148.1 ; WP_049586754.1,225,74,8.2,6.50,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830390,PP_5676,CDS,5012007,5012408,-,,,hypothetical protein,,,YP_009237149.1 ; WP_049586753.1,402,133,15.4,6.79,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830392,PP_5677,CDS,5012420,5012638,-,,,hypothetical protein,,,YP_009237150.1 ; WP_049586751.1,219,72,7.9,5.09,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830394,PP_5678,CDS,5013180,5013470,+,,,hypothetical protein,,,YP_009237151.1 ; WP_049586749.1,291,96,10.4,4.55,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830396,PP_4418,CDS,5013565,5013888,+,,,hypothetical protein,,,NP_746531.1 ; NP_746531.1,324,107,12.4,4.53,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830398,PP_4419,CDS,5014190,5014498,+,insN,,transposase,,,NP_746532.1 ; NP_746532.1,309,102,11.8,9.79,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830400,PP_4420,CDS,5014543,5015352,+,,,transposase,,,NP_746533.1 ; NP_746533.1,810,269,31.5,10.73,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830402,PP_5679,CDS,5015525,5015737,-,,,hypothetical protein,,,YP_009237152.1 ; WP_023048448.1,213,70,7.8,10.01,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830404,PP_4421,CDS,5015971,5017362,-,,,aminotransferase,,,NP_746534.1 ; NP_746534.1,1392,463,50.3,6.04,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830406,PP_4422,CDS,5017384,5018856,-,gabD-II,,succinate-semialdehyde dehydrogenase,,,NP_746535.1 ; NP_746535.1,1473,490,52.7,5.33,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830408,PP_4423,CDS,5019116,5020111,-,,,hypothetical protein,,,NP_746536.1 ; NP_746536.1,996,331,35.9,5.28,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830410,PP_4424,CDS,5020314,5020781,+,,,HTH-type transcriptional regulator,,,NP_746537.1 ; NP_746537.1,468,155,17.7,5.29,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830412,PP_4425,CDS,5020832,5021599,-,,,amino acid ABC transporter ATP-binding protein,,,NP_746538.1 ; NP_746538.1,768,255,28.0,9.17,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830414,PP_4426,CDS,5021698,5022354,-,,,amino acid ABC transporter permease,,,NP_746539.1 ; NP_746539.1,657,218,24.3,9.27,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830416,PP_4427,CDS,5022354,5023010,-,,,amino acid ABC transporter permease,,,NP_746540.1 ; NP_746540.1,657,218,24.3,10.27,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830418,PP_4428,CDS,5023081,5023935,-,,,amino acid ABC transporter substrate-binding protein,,,NP_746541.1 ; NP_746541.1,855,284,30.4,5.67,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830420,PP_4429,CDS,5024179,5025579,+,,,GntR family transcriptional regulator,,,NP_746542.1 ; NP_746542.1,1401,466,52.2,6.91,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830422,PP_4430,CDS,5025687,5026679,+,,,threonine dehydratase,,,NP_746543.1 ; NP_746543.1,993,330,34.9,7.86,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830424,PP_4431,CDS,5026691,5027683,+,ocd,,ornithine cyclodeaminase,,,NP_746544.1 ; NP_746544.1,993,330,35.3,5.30,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830426,PP_4432,CDS,5027733,5028923,+,,,Xaa-Pro aminopeptidase,,,NP_746545.2 ; WP_023048454.1,1191,396,44.5,5.65,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830428,PP_4433,CDS,5029362,5030714,+,,,amino acid MFS transporter,,,NP_746546.1 ; NP_746546.1,1353,450,48.4,9.35,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830430,PP_4434,CDS,5031209,5032507,+,dadA-I,,D-amino acid dehydrogenase small subunit,,,NP_746547.1 ; NP_746547.1,1299,432,47.2,8.58,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830432,PP_4435,CDS,5032482,5032835,+,,,hypothetical protein,,,NP_746548.1 ; NP_746548.1,354,117,12.8,5.23,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD82411067,PP_4436,pseudo,5032929,5036096,+,,,,,,,3168,,,,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830434,PP_4437,CDS,5033245,5033565,+,,,transposase,,,NP_746549.1 ; NP_746549.1,321,106,11.5,9.83,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830436,PP_4438,CDS,5033562,5033897,+,,,transposase,,,NP_746550.1 ; NP_746550.1,336,111,12.3,9.68,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830438,PP_4439,CDS,5033961,5035496,+,,,transposase,,,NP_746551.1 ; NP_746551.1,1536,511,57.2,7.68,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830440,PP_4441,CDS,5036193,5036513,+,,,transposase,,,NP_746552.1 ; NP_746552.1,321,106,11.6,10.39,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830442,PP_4442,CDS,5036510,5036845,+,,,transposase,,,NP_746553.1 ; NP_746553.1,336,111,12.2,10.00,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830444,PP_4443,CDS,5036909,5038444,+,,,transposase,,,NP_746554.1 ; NP_746554.1,1536,511,57.2,8.09,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830446,PP_4444,CDS,5038455,5038709,+,,,transposase,,,NP_746555.1 ; NP_746555.1,255,84,9.8,9.30,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830448,PP_4445,CDS,5038700,5039458,+,,,transposase,,,NP_746556.1 ; NP_746556.1,759,252,28.8,10.32,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830450,PP_4446,CDS,5039382,5040503,-,,,group II intron-encoding maturase,,,NP_746557.1 ; NP_746557.1,1122,373,43.4,11.11,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830452,PP_5680,CDS,5040624,5041022,+,,,Cro/CI family transcriptional regulator,,,YP_009237153.1 ; WP_049587044.1,399,132,14.4,8.51,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830454,PP_4447,CDS,5041684,5042934,+,,,hypothetical protein,,,NP_746558.1 ; NP_746558.1,1251,416,47.5,8.22,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830456,PP_4448,CDS,5042931,5044694,+,,,hypothetical protein,,,NP_746559.1 ; NP_746559.1,1764,587,66.3,5.73,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830458,PP_5681,CDS,5044962,5045198,-,,,hypothetical protein,,,YP_009237154.1 ; YP_009237154.1,237,78,8415.3,9.31,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830460,PP_4449,CDS,5045379,5045633,-,,,hypothetical protein,,,NP_746560.1 ; NP_746560.1,255,84,9.2,4.56,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830462,PP_5682,CDS,5045726,5045935,-,,,hypothetical protein,,,YP_009237155.1 ; WP_049587054.1,210,69,7.7,6.07,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830464,PP_4450,CDS,5046043,5046669,+,,,phosphoglycerate mutase family protein,,,NP_746561.1 ; NP_746561.1,627,208,23.3,7.10,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830466,PP_5683,CDS,5046783,5047019,+,,,hypothetical protein,,,YP_009237156.1 ; WP_049587043.1,237,78,9.2,4.12,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830468,PP_5684,CDS,5047467,5047679,-,,,hypothetical protein,,,YP_009237157.1 ; WP_049587042.1,213,70,7.7,6.80,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830470,PP_5685,CDS,5047682,5047930,-,,,hypothetical protein,,,YP_009237158.1 ; YP_009237158.1,249,82,9177.3,4.14,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830472,PP_4451,CDS,5048273,5049358,-,,,hypothetical protein,,,NP_746562.1 ; NP_746562.1,1086,361,41.3,4.50,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830474,PP_5686,CDS,5049782,5050411,-,,,hypothetical protein,,,YP_009237159.1 ; WP_049587040.1,630,209,23.9,9.16,Cytoplasmic [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830476,PP_5687,CDS,5050416,5051060,-,,,MFS transporter,,,YP_009237160.1 ; WP_049587039.1,645,214,22.5,9.78,Cytoplasmic Membrane [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830478,PP_4452,CDS,5051434,5052513,-,,,NAD/NADP octopine/nopaline dehydrogenase family protein,,,NP_746563.1 ; NP_746563.1,1080,359,38.8,5.24,Unknown [Class 3]
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830480,PP_4453,CDS,5052618,5054450,-,gsiA,,glutathione ABC transporter ATP-binding protein,,,NP_746564.1 ; NP_746564.1,1833,610,66.7,6.06,
20.1,GCF_000007565.2,chromosome,NC_002947.4,PGD38830482,PP_4454,CDS,5054516,5055388,-,,,opine ABC transporter permease,,,NP_746565.1 ; NP_746565.1,873,290,31.3,5.88,
